title,price,cat_1,cat_2,cat_3,caracteristics,img_ref,target,dealer
Велотренажер Matrix R50XR,383990,Велотренажеры,Велоэргометры,Matrix,"Посадка:горизонтальная Система нагружения:индукционный тормоз (Exact force induction brake)Кол-во уровней нагрузки:30 Сидение:контурное эргономичное с адаптивной спинкой Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:8,5-дюймовый (22 см.) LCD дисплей с голубой подсветкой Показания консоли:пройденное время, оставшееся время, мили/километры, об./мин., Ватты, пульс, калории, метаболические единицы (METS), скорость, нагрузка Кол-во программ:5 Спецификации программ:ручной режим, интервальная, постоянные Ватты, пульсозависимая, Sprint 8 Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, PassportTM Ready; да Многоязычный интерфейс:нет; английский Интеграция и Мультимедиа:USB (обновление П О)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):183х64х136 см Вес:78 кг Максимальный вес пользователя:159 кг. ростом от 150 см. до 193 см Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/140_sportdoma_16145.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R1X (R1X-02),222890,Велотренажеры,Велоэргометры,Matrix,"Посадка:горизонтальная Система нагружения:электромагнитная (генератор JIDTM)Кол-во уровней нагрузки:30 (минимум 12 Ватт)Вес маховика:генераторный бесшумный QuietGlideTMСидение:эргономичное с поддержкой спины Ergo FormTMРегулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:буквенно-цифровой LED дисплей Показания консоли:время; дистанция (км./мили); калории; калории в час; скорость; пульс; обороты в мин.; уровень; метаболические ед-цы; профиль; Ватты Кол-во программ:8 (в т.ч. пульсозависимая)Спецификации программ:ручной режим, интервалы, холмы, сжигание жира, фит-тест Института Купера, 1 случайная, 1 Ватт-фиксированная, 1 пульсозависимая Специальные программные возможности:Wi-Fi - опционально, Asset Management - опционально, Workout Tracking Network (система мониторинга тренировок) - опционально; Workout Tracking Network (система мониторинга тренировок) - опционально Многоязычный интерфейс:да (доступно только через сервисное меню) ; Английский, Немецкий, Французский, Итальянский, Испанский, Голландский, Португальский, Японский, Шведский, Финский, Турецкий, Польский Интеграция и Мультимедиа:USB (обновление П О, зарядка мобильных устройств), FitConnectionTM Ready, CSAFE-FitLinxxTM Ready, Netpulse Ready Питание:встроенный генератор тока Складывание:нет Габариты (Дх Шх В):161х73х139 см Вес:76 кг Максимальный вес пользователя:182 кг Рама:высокопрочная износостойкая с двухслойной покраской металлик и лакировкой Дополнительные характеристики:вентилятор - да Гарантия:5 лет Производитель:Johnson Health Tech, С Ш А Страна изготовления:Тайвань",images/velotrenazhery/142_sportdoma_15671.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix U5X (U5X05/ U5X-06),399990,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:профессиональный Посадка:вертикальная Система нагружения:электромагнитная (бесконтактный JIDTM генератор)Кол-во уровней нагрузки:30 (минимум от сети/без сети : 12 Ватт/12 Ватт)Вес маховика:генераторный бесшумный QuietGlideTMСидение:эргономичное с гелиевым наполнителем Регулировка положения сидения:по вертикали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:буквенно-цифровой LED дисплей Показания консоли:профиль, время, дистанция, скорость, обороты в мин., уровни, калории, пульс, метаболические ед-цы, Ватты Кол-во программ:8 (в т.ч. пульсозависимая)Спецификации программ:ручной режим, интервалы, ""качели"", сжигание жира, фит-тест Института Купера, 1 случайная, 1 Ватт-фиксированная, 1 пульсозависимая Многоязычный интерфейс:да (русификация латинницей ожидается)Интеграция и Мультимедиа:USB, iPod/iPhone (только зарядка), Ethernet RJ45, WI-FI (протокол BodyLAN), FitConnectionTM Ready, CSAFE-FitLinxxTM Ready Питание:автономно от сети/сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):122*73*150 см.Вес:63 кг.Максимальный вес пользователя:182 кг Гарантия:5 лет Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/143_sportdoma_13703.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R50XIR,379990,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:для домашнего использования Посадка:горизонтальная Система нагружения:индукционный тормоз (Exact force induction brake)Кол-во уровней нагрузки:30 Сидение:контурное эргономичное с адаптивной спинкой Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник (ремень входит в комплектацию)Консоль:16-дюймовый сенсорный HD-дисплей Показания консоли:пройденное время, целевое время, оставшееся время, часы, мили/километры, об./мин., текущая скорость, темп, средний темп, пульс, пиковый пульс, калории, ккал/час, Ватты, метаболические единицы (METS), нагрузка, предыдущая нагрузка Кол-во программ:11 Спецификации программ:ручной режим, холмы, интервальная, постоянные ватты, целевые (по времени, по дистанции, по калориям), пульсозависимая, Sprint 8, виртуальный ландшафт ""Северо-восток Америки"", виртуальный ландшафт ""Североамериканские горы""Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, виртуальный ландшафт PassportTM Ready, встроенные мультимедийные приложения ; да Многоязычный интерфейс:да Интеграция и Мультимедиа:USB (обновление П О, зарядка устройств, просмотр медиа-файлов с USB носителей и планшетов и телефонов на О С Android и Windows), Wi-Fi, Bluetooth (прослушивание аудио с телефона, планшета, MP3 плеера), подключение беспроводных наушников; динамики объемного звучания мощностью 5 Ватт; да (веб-браузер)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):183х64х136 см Вес:78 кг Максимальный вес пользователя:159 кг. ростом от 150 см. до 193 см Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/144_sportdoma_16144.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R5X (R5X’05/ R5X-06),387890,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:профессиональный Посадка:горизонтальная Система нагружения:электромагнитная (бесконтактный JIDTM генератор)Кол-во уровней нагрузки:30 (минимум от сети/без сети : 12 Ватт/12 Ватт)Вес маховика:генераторный бесшумный QuietGlideTMСидение:контурное эргономичное с гелиевым наполнителем Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:буквенно-цифровой LED дисплей Показания консоли:профиль, время, дистанция, скорость, обороты в мин., уровни, калории, пульс, метаболические ед-цы, Ватты Кол-во программ:8 (в т.ч. пульсозависимая)Спецификации программ:ручной режим, интервалы, ""качели"", сжигание жира, фит-тест Института Купера, 1 случайная, 1 Ватт-фиксированная, 1 пульсозависимая Многоязычный интерфейс:да (русификация латинницей ожидается)Интеграция и Мультимедиа:USB, iPod/iPhone (только зарядка), Ethernet RJ45, WI-FI (протокол BodyLAN), FitConnectionTM Ready, CSAFE-FitLinxxTM Ready Питание:автономно от сети/сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):161*73*139 см.Вес:76 кг Максимальный вес пользователя:182 кг Гарантия:5 лет Производитель:Johnson Health Tech, С Ш А Страна изготовления:Тайвань",images/velotrenazhery/145_sportdoma_13707.jpeg,velotrenazhery,sportdoma
Велотренажер SPIRIT CR 800,271000,Велотренажеры,Велоэргометры,SPIRIT,"Тип велотренажера:профессиональный Посадка:горизонтальная Система нагружения:электромагнитная (EMS) с электронной регулировкой (ECB)Кол-во уровней нагрузки:40 Вес маховика:13,5 кг Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:датчики на рукоятках / нагрудный кардио-датчик (приобретается отдельно)Консоль:2 оконный матричный LED дисплей с голубой подсветкой Показания консоли:калории, дистанция, время тренировки, скорость, пульс Кол-во программ:10 (в т.ч пользовательские, кардио программы, пульсозависимые)Спецификации программ:2 пульсозависимые, ручной режим, интервалы, «качели», сжигание жира, фит-тест Института Купера, 1 случайная, 1 Ватт-фиксированная Многоязычный интерфейс:нет Питание:встроенный генератор Энергосбережение:есть Складывание:нет Габариты (Дх Шх В):в рабочем состоянии 144 х 75 х 120 см; в упаковке 145 x 45 x 76 см Вес:нетто 65 кг.; брутто 77,5 кг.Максимальный вес пользователя:205 кг Рама:высокопрочная сталь Дополнительные характеристики:встроенный вентилятор, транспортировочные ролики, компенсаторы неровности пола, подстаканник Гарантия:до 5 лет (сертификат международного качества CE+GS)Производитель:SPIRIT FITNESS (С Ш А)Страна изготовления:Тайвань",images/velotrenazhery/146_sportdoma_12006.jpeg,velotrenazhery,sportdoma
Велотренажер Clear Fit CrossPower CS 1000,64990,Велотренажеры,Колодочные велотренажеры,Clear Fit,"Тип велотренажера:универсальный тренажер для домашнего использования и для групповых тренировок в залах небольшой проходимости Посадка:вертикальная Система нагружения:колодочная ременная Кол-во уровней нагрузки:бесшаговая динамическая регулировка от 8,1 до 1000 Вт Вес маховика:20 кг.Сидение:эргономичное Педальный узел:нескользящая поверхность педалей Регулировка положения сидения:по горизонтали и вертикали Регулировка положения руля:по горизонтали и вертикали Измерение пульса:нет Консоль:3,5"" LCD монохромный Показания консоли:время тренировки, дистанция, скорость, количество потраченных калорий Кол-во программ:нет Многоязычный интерфейс:английский Питание:не требует подключения к сети Габариты (Дх Шх В):в рабочем состоянии 124,5 х 53 х 128 см.; в упаковке 106 х 21,5 х 86 см.Вес:56 кг.; в упаковке 60 кг.Максимальный вес пользователя:180 кг.Рама:высокопрочная из легированной стали Дополнительные характеристики:транспортировочные ролики, компенсаторы неровностей пола Гарантия:2 года Производитель:ClearFit, Франция Страна изготовления:Китай",images/velotrenazhery/147_sportdoma_16713.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix U50XIR,440040,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:для домашнего использования Посадка:вертикальная Система нагружения:индукционный тормоз (Exact Force Induction Brake)Кол-во уровней нагрузки:30 Сидение:эргономичное Comfort ArcTM, заменяемое Регулировка положения сидения:по вертикали Регулировка положения руля:по высоте Измерение пульса:сенсорные датчики, Polar приемник (ремень входит в комплектацию)Консоль:16-дюймовый сенсорный HD-дисплей Показания консоли:пройденное время, целевое время, оставшееся время, часы, мили/километры, об./мин., текущая скорость, темп, средний темп, пульс, пиковый пульс, калории, ккал/час, Ватты, метаболические единицы (METS), нагрузка, предыдущая нагрузка Кол-во программ:11 Спецификации программ:ручной режим, холмы, интервальная, постоянные ватты, целевые (по времени, по дистанции, по калориям), пульсозависимая, Sprint 8, виртуальный ландшафт ""Северо-восток Америки"", виртуальный ландшафт ""Североамериканские горы""Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, виртуальный ландшафт PassportTM Ready, встроенные мультимедийные приложения ; да Многоязычный интерфейс:да Интеграция и Мультимедиа:USB (обновление П О, зарядка устройств, просмотр медиа-файлов с USB носителей и планшетов и телефонов на О С Android и Windows), Wi-Fi, Bluetooth (прослушивание аудио с телефона, планшета, MP3 плеера), подключение беспроводных наушников; динамики объемного звучания мощностью 5 Ватт; да (веб-браузер)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):109х64х120 см Вес:55 кг Максимальный вес пользователя:159 кг Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/148_sportdoma_16149.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R3X (R3X-05),349990,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:профессиональный горизонтальный велотренажер Посадка:горизонтальная Система нагружения:электромагнитная (бесконтактный JIDTM генератор)Кол-во уровней нагрузки:30 (минимум от сети/без сети : 4 Ватта/7 Ватт)Вес маховика:генераторный бесшумный QuietGlideTMСидение:контурное эргономичное с гелиевым наполнителем Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:буквенно-цифровой LED дисплей Показания консоли:профиль, скорость, пройденное время, оставшееся время, время дня, общее время программ, дистанция (км./мили), калории, об./мин., пульс, уровни, Ватты Кол-во программ:6 (в т.ч. пульсозависимая)Спецификации программ:ручной режим, интервалы, сжигание жира, фит-тест Института Купера, 1 Ватт-фиксированная, 1 пульсозависимая Специальные программные возможности:Wi-Fi - опционально, Asset Management - опционально, Workout Tracking Network (система мониторинга тренировок) - опционально; Workout Tracking Network (система мониторинга тренировок) - опционально Многоязычный интерфейс:да (доступно только через сервисное меню) ; Английский, Немецкий, Французский, Итальянский, Испанский, Голландский, Португальский, Японский, Шведский, Финский, Турецкий, Польский Интеграция и Мультимедиа:USB (обновление П О, зарядка мобильных устройств), FitConnectionTM Ready, CSAFE-FitLinxxTM Ready Питание:автономно от сети/сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):150х65х140 см Вес:88 кг Максимальный вес пользователя:182 кг Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет Гарантия:5 лет Производитель:Johnson Health Tech, С Ш А Страна изготовления:Тайвань",images/velotrenazhery/149_sportdoma_15659.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R30XER,437990,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:для домашнего использования Посадка:горизонтальная Система нагружения:электромагнитная (ECB magnetic braking system)Кол-во уровней нагрузки:20 Вес маховика:23.1 кг - индукционный вес Сидение:контурное эргономичное с адаптивной спинкой Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник (ремень входит в комплектацию)Консоль:10-дюймовый сенсорный дисплей Показания консоли:пройденное время, целевое время, оставшееся время, часы, мили/километры, об./мин., текущая скорость, темп, средний темп, пульс, пиковый пульс, калории, ккал/час, метаболические единицы (METS), нагрузка, предыдущая нагрузка Кол-во программ:10 Спецификации программ:ручной режим, интервальная, сжигание жира, целевые (по времени, по дистанции, по калориям), пульсозависимая, Sprint 8, виртуальный ландшафт ""Северо-восток Америки"", виртуальный ландшафт ""Североамериканские горы""Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, виртуальный ландшафт PassportTM Ready, встроенные мультимедийные приложения Многоязычный интерфейс:да Интеграция и Мультимедиа:USB (обновление П О, зарядка устройств, просмотр медиа-файлов с USB носителей и планшетов и телефонов на О С Android и Windows), Wi-Fi, Bluetooth (прослушивание аудио с телефона, планшета, MP3 плеера), подключение беспроводных наушников; динамики объемного звучания мощностью 3 Ватта; да (веб-браузер)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):160х65х123 см Вес:78 кг Максимальный вес пользователя:159 кг. ростом от 150 см. до 193 см Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/150_sportdoma_16142.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix R30XR,299990,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:для домашнего использования Посадка:горизонтальная Система нагружения:электромагнитная (ECB magnetic braking system)Кол-во уровней нагрузки:20 Вес маховика:23.1 кг - индукционный вес Сидение:контурное эргономичное с адаптивной спинкой Регулировка положения сидения:по горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, Polar приемник Консоль:8,5-дюймовый (22 см.) LCD дисплей с голубой подсветкой Показания консоли:пройденное время, оставшееся время, мили/километры, об./мин., темп, пульс, калории, метаболические единицы (METS), скорость, нагрузка Кол-во программ:5 Спецификации программ:ручной режим, интервальная, постоянные Ватты, пульсозависимая, Sprint 8 Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, PassportTM Ready Многоязычный интерфейс:нет; английский Интеграция и Мультимедиа:USB (обновление П О)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):160х65х123 см Вес:70 кг Максимальный вес пользователя:159 кг Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/151_sportdoma_16143.jpeg,velotrenazhery,sportdoma
Велотренажер Matrix U50XR,276600,Велотренажеры,Велоэргометры,Matrix,"Тип велотренажера:для домашнего использования Посадка:вертикальная Система нагружения:индукционный тормоз (Exact Force Induction Brake)Кол-во уровней нагрузки:30 Сидение:эргономичное Comfort ArcTM, заменяемое Регулировка положения сидения:по вертикали Регулировка положения руля:по высоте Измерение пульса:сенсорные датчики, Polar приемник Консоль:8,5-дюймовый (22 см.) LCD дисплей с голубой подсветкой Показания консоли:пройденное время, оставшееся время, мили/километры, об./мин., Ватты, пульс, калории, метаболические единицы (METS), скорость, нагрузка Кол-во программ:5 Спецификации программ:ручной режим, интервальная, постоянные Ватты, пульсозависимая, Sprint 8 Специальные программные возможности:облачный сервис мониторинга тренировок VIEWFIT, PassportTM Ready; да Многоязычный интерфейс:нет; английский Интеграция и Мультимедиа:USB (обновление П О)Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):109х64х120 см Вес:55 кг Максимальный вес пользователя:159 кг Рама:высокопрочная износостойкая с двухслойной покраской и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:3 года Производитель:Johnson Health Tech, С Ш А Страна изготовления:К Н Р",images/velotrenazhery/152_sportdoma_16150.jpeg,velotrenazhery,sportdoma
Велотренажер SPIRIT CB900,212610,Велотренажеры,Колодочные велотренажеры,SPIRIT,Тип велотренажера:профессиональный Система нагружения:кололочная Вес маховика:20 кг Сидение:эргономичное Регулировка положения сидения:по горизонтали и по вертикали Измерение пульса:нет Консоль:нет Питание:нет Габариты (Дх Шх В):114.5 х 59.5 х 109.5 см Вес:64 кг Максимальный вес пользователя:160 кг Гарантия:2 года (1 год от производителя + 1 год* дополнительная)Производитель:SPIRIT FITNESS (С Ш А)Страна изготовления:Тайвань,images/velotrenazhery/153_sportdoma_12359.jpeg,velotrenazhery,sportdoma
Велотренажер SPIRIT XBR25,161990,Велотренажеры,Электромагнитные велотренажеры,SPIRIT,"Тип велотренажера:домашний Посадка:горизонтальная Система нагружения:электромагнитная ECB Intellectual Кол-во уровней нагрузки:20 Вес маховика:14 кг.Сидение:сеточное, дышащее повышенной комфортности Регулировка положения сидения:по горизонтали Измерение пульса:датчики на рукоятках / при помощи кардиопояса (опция)Консоль:7,5"" с голубой подсветкой Ж К-LCD Показания консоли:калории,дистанция,время тренировки,скорость,пульс Кол-во программ:10 Спецификации программ:Manual, Hill, Fat Burn, Cardio, Strength, Interval Интеграция и Мультимедиа:подключение MP3/IPod Питание:сеть 220 Вольт (адаптер 12 В переменного тока)Складывание:нет Габариты (Дх Шх В):в рабочем состоянии 144 х 75 х 128 см.; в упаковке 145 х 45 х 76 см.Вес:63 кг.; в упаковке 73 кг.Максимальный вес пользователя:160 кг.Дополнительные характеристики:встроенный вентилято, транспортировочные ролики, компенсаторы неровностей пола, бутылочка для напитка, держатель для бутылки, силиконовая смазки, комплект ключей для сборки Гарантия:2 года (1 год от производителя + 1 год* дополнительная)Производитель:SPIRIT FITNESS (С Ш А)Страна изготовления:Тайвань",images/velotrenazhery/154_sportdoma_15823.jpeg,velotrenazhery,sportdoma
Велотренажер OXYGEN SATORI UB HRC,47990,Велотренажеры,Электромагнитные велотренажеры,OXYGEN,"Тип велотренажера:домашний Посадка:вертикальная Система нагружения:электромагнитная Кол-во уровней нагрузки:16 (30-350 Ватт)Вес маховика:10 кг Сидение:хромированное с подушкой повышенной комфортности Педальный узел:трехкомпонентный Регулировка положения сидения:по вертикали и горизонтали Регулировка положения руля:нет Измерение пульса:сенсорные датчики, PolarTM / OxygenTM совместимый приемник Консоль:цветной сенсорный (Touch Screen) многофункциональный LCD дисплей Показания консоли:профиль, время, дистанция, скорость, калории, обороты в мин., пульс, Ватты, фитнес-тест (Recovery), фитнес-оценка, жироанализатор (Body Fat), индекс массы тела (BMI)Кол-во программ:21 (в т.ч. пульсозависимые)Спецификации программ:ручной режим, интервалы, ""качели"", долина, склон, спуск, гора, ралли, выносливость, сжигание жира, кардио, жироанализатор, 1 Ватт-фиксированная, 4 пульсозависимые, 4 пользовательские Специальные программные возможности:нет Многоязычный интерфейс:нет Интеграция и Мультимедиа:нет Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):107х57х150 см Вес:34 кг Максимальный вес пользователя:150 кг Рама:высокопрочная с двухслойной покраской ""металлик"" и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; рукоятки - стандартные Гарантия:2 года Производитель:Neotren GmbH, Германия Страна изготовления:К Н Р",images/velotrenazhery/156_sportdoma_14042.jpeg,velotrenazhery,sportdoma
Велотренажер Hasttings WEGA RS400,97590,Велотренажеры,Велоэргометры,Hasttings,"Тип велотренажера:домашний Посадка:горизонтальная Система нагружения:электромагнитная ECB Intellectual Кол-во уровней нагрузки:32 Сидение:комфортабельное, регулируемое, с вентилируемой спинкой.Регулировка положения сидения:по горизонтали, наклону Измерение пульса:датчики на рукоятках / при помощи кардиопояса (опция)Консоль:цветной LCD дисплей Показания консоли:калории, дистанция, время тренировки, скорость, пульс, частота вращения Кол-во программ:24 (в т.ч. пульсозависимые, пользовательские, кардио режимы) Специальные программные возможности:Body Fat , тест на восстановление, возможность программирования тренировки Многоязычный интерфейс:русский Интеграция и Мультимедиа:подключение MP3/IPod Питание:сеть 220 Вольт Складывание:нет Габариты (Дх Шх В):в рабочем состоянии 154 х 67 х 112 см.; в упаковке 167,5 х 27 х 70 см.Вес:57,5 кг.; в упаковке 63,5 кг.Максимальный вес пользователя:160 кг.Рама:усиленная Дополнительные характеристики:транспортировочные ролики, компенсаторы неровности пола, комплект ключей для сборки Гарантия:2 года (1 год от производителя + 1 год* дополнительная)Производитель:HASTTINGS ®Страна изготовления:К Н Р",images/velotrenazhery/157_sportdoma_15832.jpeg,velotrenazhery,sportdoma
Велотренажер OXYGEN NEXUS GURU RB HRC,89990,Велотренажеры,Велоэргометры,OXYGEN,"Тип велотренажера:домашний Посадка:горизонтальная Система нагружения:электромагнитная (генератор) magicFLOWTM PLUS GENERATOR Кол-во уровней нагрузки:32 (10-350 Ватт)Вес маховика:11 кг Сидение:эргономичное сеточное с поддержкой спины Педальный узел:трехкомпонентный Регулировка положения сидения:по горизонтали (20 положений) и диагонали (3 положения)Регулировка положения руля:есть Измерение пульса:сенсорные датчики, PolarTM / OxygenTM совместимый приемник Консоль:5.5 дюймовый (14 см.) цветной многофункциональный LCD дисплей Показания консоли:профиль, время, дистанция, скорость, калории, обороты в мин., пульс, Ватты, фитнес-тест (Recovery), жироанализатор (Body Fat), индекс массы тела (BMI)Кол-во программ:19 (в т.ч. пульсозависимые)Спецификации программ:ручной режим, холм, гора, пик, склон, ралли, кардио холмы, кардио подъем, кардио интервалы, ""качели"", сжигание жира, выносливость 1, выносливость 2, 1 Ватт-фиксированная, 1 пользовательская, 4 пульсозависимые Специальные программные возможности:нет Многоязычный интерфейс:английский Интеграция и Мультимедиа:нет; нет Питание:автономно от сети / сеть 220 Вольт (опционально)Энергосбережение:есть Складывание:нет Габариты (Дх Шх В):168х65х123 см Вес:55 кг Максимальный вес пользователя:160 кг Рама:особопрочная с двухслойной покраской ""металлик"" и лакировкой Дополнительные характеристики:вентилятор - нет; транспортировочные ролики - есть; компенсаторы неровностей пола - есть Гарантия:2 года Производитель:Neotren GmbH, Германия Страна изготовления:К Н Р",images/velotrenazhery/158_sportdoma_13630.jpeg,velotrenazhery,sportdoma
Велотренажер SVENSSON BODY LABS CROSSLINE BMA,44990,Велотренажеры,Электромагнитные велотренажеры,SVENSSON BODY LABS,"Тип велотренажера:домашний Посадка:вертикальная Система нагружения:электромагнитная SpinMaster EMSTMКол-во уровней нагрузки:16 (10 - 350 ватт)Вес маховика:11 кг сбалансированный Сидение:хромированное с подушкой повышенной комфортности Педальный узел:трехкомпонентный шатун на подшипниках Регулировка положения сидения:по горизонтали и вертикали Регулировка положения руля:круговая Измерение пульса:сенсорные датчики Консоль:цветной LCD-дисплей диагональю 14,5 см с профилем тренировки Показания консоли:профиль программ, время, дистанция, скорость, калории, обороты в мин., уровни, пульс, ватты, фитнес-тест (Recovery), жироанализатор (Body Fat), температура С Кол-во программ:21 Спецификации программ:кардио интервалы, сжигание жира, снижение веса, выносливость, фартлек, склоны, кардио склоны, холм, пик, подъем в гору, двойная вершина, мультихилл Многоязычный интерфейс:английский Питание:сеть 220 вольт Энергосбережение:есть Габариты (Дх Шх В):105х51х128 см Вес:29 кг Максимальный вес пользователя:140 кг Рама:антикоррозийная обработка, покраска в один слой Гарантия:3 года Производитель:Jörgen Svensson, Швеция Страна изготовления:К Н Р",images/velotrenazhery/159_sportdoma_14917.jpeg,velotrenazhery,sportdoma
